Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
01/02/2025,HYUN,4D,,WHI,CXU340,IN,10300 S. Doty,(773) 568-8495,0298041
12/20/2024,CHEV,4D,,BLK,BH94846,IL,10300 S. Doty,(773) 568-8495,2979577
01/02/2025,CHEV,4D,,BGE,DG33587,IL,701 N. Sacramento,(773) 265-7605,512909
01/02/2025,HOND,LL,,GRY,P122777,IL,10300 S. Doty,(773) 568-8495,0298042
01/02/2025,TOYO,4D,,SIL,DV24764,IL,10300 S. Doty,(773) 568-8495,280418
01/11/2025,KIA,4D,,WHI,ER38475,IL,10300 S. Doty,(773) 568-8495,2980995
01/11/2025,FRTV,CB,,WHI,3504510,IN,10300 S. Doty,(773) 568-8495,2980992
12/22/2024,VOLK,4D,,BLK,AY97706,IL,701 N. Sacramento,(773) 265-7605,7109541
12/29/2024,CHEV,4D,,GRY,DF12623,IL,701 N. Sacramento,(773) 265-7605,7110247
12/14/2024,CHEV,4D,,RED,AXR2886,WI,10300 S. Doty,(773) 568-8495,2979197
12/21/2024,CHEV,4D,,,BH95531,IL,701 N. Sacramento,(773) 265-7605,7109483
01/17/2025,HOND,4D,,GRY,ES17835,IL,701 N. Sacramento,(773) 265-7605,7111949
12/14/2024,HOND,4D,,BLU,TP99495,NC,400 E. Lower Wacker,(312) 744-7550,0332157
12/14/2024,CHEV,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495,2979200
12/22/2024,CHEV,LL,,BLK,EU44622,IL,701 N. Sacramento,(773) 265-7605,7109515
12/22/2024,JEEP,LL,,WHI,EU85763,IL,701 N. Sacramento,(773) 265-7605,7109522
12/22/2024,BMW,LL,,BLK,ZV92174,IL,701 N. Sacramento,(773) 265-7605,7109530
12/29/2024,HOND,2D,,SIL,CJ35603,IL,701 N. Sacramento,(773) 265-7605,7110248
12/22/2024,CHEV,4D,,BLK,CT96420,IL,701 N. Sacramento,(773) 265-7605,7109531
12/22/2024,VOLK,4D,,GRY,AF44835,IL,701 N. Sacramento,(773) 265-7605,7109547
12/14/2024,JAGU,2D,,BLK,DG86107,IL,701 N. Sacramento,(773) 265-7605,7108694
12/14/2024,DODG,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7108699
12/22/2024,VOLK,4D,,BLK,L220390,IL,701 N. Sacramento,(773) 265-7605,7109529
12/14/2024,ACUR,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7108696
12/14/2024,HYUN,2D,,BLK,IH09IV,FL,701 N. Sacramento,(773) 265-7605,7108697
12/22/2024,MITS,LL,,SIL,FP257524,IL,701 N. Sacramento,(773) 265-7605,7109543
12/22/2024,KIA,LL,,BLK,EK39468,IL,701 N. Sacramento,(773) 265-7605,7109544
12/22/2024,NISS,4D,,BLK,ER70620,IL,701 N. Sacramento,(773) 265-7605,7109542
12/22/2024,ACUR,LL,,BLK,AE255615,IL,701 N. Sacramento,(773) 265-7605,7109555
12/14/2024,HOND,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7108703
01/17/2025,JEEP,LL,,GRY,ET19805,IL,701 N. Sacramento,(773) 265-7605,7111953
12/14/2024,BUIC,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7108701
12/14/2024,SUBA,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2979206
12/22/2024,FORD,4D,,GRY,CS23032,IL,701 N. Sacramento,(773) 265-7605,7109559
12/14/2024,BUIC,4D,,BLU,DN26017,IL,10300 S. Doty,(773) 568-8495,2979207
12/14/2024,HOND,LL,,GRY,EG70867,IL,10300 S. Doty,(773) 568-8495,2979208
12/14/2024,FORD,PK,,WHI,218152C,IL,10300 S. Doty,(773) 568-8495,2979205
12/14/2024,HOND,LL,,DGR,,IL,10300 S. Doty,(773) 568-8495,2979209
12/22/2024,LAND,LL,,GRY,IMLIVIN,IN,701 N. Sacramento,(773) 265-7605,7109562
12/24/2024,MAZD,4D,,RED,ED20833,IL,400 E. Lower Wacker,(312) 744-7550,0332815
12/22/2024,DODG,VN,,WHI,BQT2191,TN,701 N. Sacramento,(773) 265-7605,7109553
12/22/2024,NISS,SW,,RED,EV60688,IL,701 N. Sacramento,(773) 265-7605,7109565
12/22/2024,NISS,4D,,GRY,EH77912,IL,701 N. Sacramento,(773) 265-7605,7109557
12/22/2024,HOND,SW,,,EP74646,IL,701 N. Sacramento,(773) 265-7605,7109558
12/24/2024,HOND,2D,,BLK,ET16161,IL,701 N. Sacramento,(773) 265-7605,7109819
12/22/2024,VOLK,4D,,WHI,EX51356,IL,701 N. Sacramento,(773) 265-7605,7109546
12/22/2024,CHEV,LL,,WHI,KP934C,FL,701 N. Sacramento,(773) 265-7605,7109545
01/08/2025,TOYT,4D,,SIL,Q176581,IL,400 E. Lower Wacker,(312) 744-7550,0333790
12/22/2024,MERZ,4D,,WHI,948CXK,ND,701 N. Sacramento,(773) 265-7605,7109550
12/14/2024,KIA,VN,,GRN,ET16435,IL,701 N. Sacramento,(773) 265-7605,7108702
12/22/2024,HOND,4D,,GRY,DP94184,IL,701 N. Sacramento,(773) 265-7605,7109525
12/29/2024,NISS,4D,,SIL,BG4874,IN,701 N. Sacramento,(773) 265-7605,7110249
12/22/2024,JEEP,LL,,BLK,CG28195,IL,701 N. Sacramento,(773) 265-7605,7109511
12/22/2024,NISS,4D,,GRY,EW25922,IL,701 N. Sacramento,(773) 265-7605,7109551
12/22/2024,BMW,4D,,WHI,AYB7809,WI,701 N. Sacramento,(773) 265-7605,7109524
12/22/2024,HYUN,4D,,RED,V356939,IL,701 N. Sacramento,(773) 265-7605,7109552
12/22/2024,FORD,LL,,BLU,EJ88733,IL,701 N. Sacramento,(773) 265-7605,7109556
12/22/2024,TOYT,LL,,SIL,EB85692,IL,701 N. Sacramento,(773) 265-7605,7109563
12/22/2024,FORD,LL,,RED,CL44682,IL,701 N. Sacramento,(773) 265-7605,7109561
12/22/2024,JEEP,LL,,GRY,EQ27719,IL,701 N. Sacramento,(773) 265-7605,7109554
12/22/2024,PORS,LL,,SIL,EN82963,IL,701 N. Sacramento,(773) 265-7605,7109564
12/24/2024,FORD,,TK,WHI,AM00233,AZ,10300 S. Doty,(773) 568-8495,2979874
01/16/2025,CHEV,4D,,WHI,CZ24161,IL,10300 S. Doty,(773) 568-8495,2981228
01/16/2025,CHEV,LL,,GRY,9717938,IL,701 N. Sacramento,(773) 265-7605,7111879
01/16/2025,FORD,LL,,WHI,EQ68113,IL,701 N. Sacramento,(773) 265-7605,7111883
01/17/2025,CHRY,4D,,WHI,BR76346,IL,701 N. Sacramento,(773) 265-7605,7111948
01/08/2025,NISS,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,7111108
12/22/2024,NISS,4D,,GRY,EC12572,IL,701 N. Sacramento,(773) 265-7605,7109579
12/22/2024,AUDI,LL,,WHI,EH25790,IL,701 N. Sacramento,(773) 265-7605,7109521
12/29/2024,FORD,4D,,GLD,DW74900,IL,701 N. Sacramento,(773) 265-7605,7110253
12/15/2024,CHRY,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2979211
12/22/2024,HYUN,4D,,LGR,EL99149,IL,701 N. Sacramento,(773) 265-7605,7109576
12/22/2024,HOND,LL,,BLK,DS20952,IL,701 N. Sacramento,(773) 265-7605,7109574
12/22/2024,TOYT,LL,,RED,EP83501,IL,701 N. Sacramento,(773) 265-7605,7109578
12/22/2024,CHEV,4D,,SIL,DX44279,IL,701 N. Sacramento,(773) 265-7605,7109548
12/22/2024,MERZ,LL,,WHI,AWB5394,WI,701 N. Sacramento,(773) 265-7605,7109575
12/15/2024,LINC,4D,,GRY,EC96946,IL,10300 S. Doty,(773) 568-8495,2979210
12/22/2024,HOND,LL,,WHI,CG95877,IL,701 N. Sacramento,(773) 265-7605,7109568
12/15/2024,TOYT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7108716
12/22/2024,VOLK,4D,,GRY,EY22514,IL,701 N. Sacramento,(773) 265-7605,7109567
12/22/2024,HOND,4D,,GRY,CL55965,IL,701 N. Sacramento,(773) 265-7605,7109570
12/27/2024,FORD,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7109957
12/22/2024,GMC,LL,,WHI,EH72573,IL,701 N. Sacramento,(773) 265-7605,7109569
12/22/2024,DODG,4D,,BLK,EAH204,MI,701 N. Sacramento,(773) 265-7605,7109534
12/22/2024,FORD,LL,,WHI,DU90792,IL,701 N. Sacramento,(773) 265-7605,7109591
12/22/2024,NISS,4D,,BLK,BD90714,IL,701 N. Sacramento,(773) 265-7605,7109585
12/15/2024,MITS,4D,,GRY,EB91324,IL,10300 S. Doty,(773) 568-8495,2979213
12/22/2024,HYUN,4D,,BLK,DX39826,IL,701 N. Sacramento,(773) 265-7605,7109592
12/22/2024,JEEP,LL,,GRY,TMK613,IN,701 N. Sacramento,(773) 265-7605,7109588
12/22/2024,HYUN,LL,,BLU,ES32485,IL,701 N. Sacramento,(773) 265-7605,7109587
12/22/2024,KIA,4D,,GRY,EP75496,IL,701 N. Sacramento,(773) 265-7605,7109582
12/22/2024,BUIC,LL,,WHI,RYB1739,GA,701 N. Sacramento,(773) 265-7605,7109586
12/27/2024,PONT,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,7109958
12/22/2024,BUIC,LL,,GRY,DG64878,IL,701 N. Sacramento,(773) 265-7605,7109571
12/26/2024,BUIC,4D,,GLD,EV37936,IL,701 N. Sacramento,(773) 265-7605,7109956
12/22/2024,HOND,LL,,BLU,EF41636,IL,701 N. Sacramento,(773) 265-7605,7109590
12/22/2024,TOYT,SW,,GRY,DM32077,IL,701 N. Sacramento,(773) 265-7605,7109581
12/22/2024,JEEP,LL,,GRY,CM44417,IL,701 N. Sacramento,(773) 265-7605,7109589
12/22/2024,TOYT,4D,,BLK,DX28316,IL,701 N. Sacramento,(773) 265-7605,7109584
12/22/2024,HYUN,4D,,GRY,CD50843,IL,701 N. Sacramento,(773) 265-7605,7109566
12/27/2024,JEEP,LL,,WHI,ET12457,IL,10300 S. Doty,(773) 568-8495,2980002
12/22/2024,CHEV,4D,,WHI,CA86378,IL,701 N. Sacramento,(773) 265-7605,7109601
12/22/2024,FORD,LL,,GRY,DV20989,IL,701 N. Sacramento,(773) 265-7605,7109644
12/22/2024,MAZD,LL,,BLK,EL88113,IL,701 N. Sacramento,(773) 265-7605,7109602
12/26/2024,HOND,4D,,GRY,EY43074,IL,10300 S. Doty,(773) 568-8495,2980001
12/15/2024,CHEV,VN,,PNK,ER34034,IL,701 N. Sacramento,(773) 265-7605,7108760
12/22/2024,BMW,LL,,BLU,DP42462,IL,701 N. Sacramento,(773) 265-7605,7109597
12/22/2024,KIA,LL,,BLK,BB18789,IL,701 N. Sacramento,(773) 265-7605,7109608
12/22/2024,HOND,LL,,GRY,CB82144,IL,701 N. Sacramento,(773) 265-7605,7109641
12/22/2024,NISS,LL,,SIL,DC59832,IL,701 N. Sacramento,(773) 265-7605,7109606
12/22/2024,FORD,4D,,WHI,CF26992,IL,701 N. Sacramento,(773) 265-7605,7109604
12/22/2024,TESL,4D,,BLU,EK22397,IL,701 N. Sacramento,(773) 265-7605,7109595
12/22/2024,CADI,4D,,BLK,S953156,IN,701 N. Sacramento,(773) 265-7605,7109640
01/17/2025,MAZD,4D,,SIL,HKW4759,NY,701 N. Sacramento,(773) 265-7605,7111956
12/22/2024,DODG,LL,,WHI,DE52116,IL,701 N. Sacramento,(773) 265-7605,7109639
12/22/2024,GMC,LL,,SIL,DZ16414,IL,701 N. Sacramento,(773) 265-7605,7109605
12/22/2024,TOYT,LL,,BLK,ES90603,IL,701 N. Sacramento,(773) 265-7605,7109600
12/24/2024,JEEP,LL,,WHI,DU99507,IL,701 N. Sacramento,(773) 265-7605,7109825
12/22/2024,TOYT,LL,,BLK,N514458,IL,701 N. Sacramento,(773) 265-7605,7109643
12/22/2024,NISS,4D,,GRY,AR90517,IL,701 N. Sacramento,(773) 265-7605,7109603
12/15/2024,CHEV,LL,,MAR,EJ43304,IL,701 N. Sacramento,(773) 265-7605,7108762
12/22/2024,FORD,LL,,BLU,ED23186,IL,701 N. Sacramento,(773) 265-7605,7109609
12/22/2024,HOND,4D,,WHI,EU87014,IL,701 N. Sacramento,(773) 265-7605,7109642
12/22/2024,NISS,4D,,WHI,EH59719,IL,701 N. Sacramento,(773) 265-7605,7109594
12/22/2024,SUBA,SW,,GRY,DE74999,IL,701 N. Sacramento,(773) 265-7605,7109596
12/24/2024,KIA,4D,,WHI,FA47270,IL,10300 S. Doty,(773) 568-8495,2979871
12/29/2024,TOYT,4D,,BLK,Z642402,IL,701 N. Sacramento,(773) 265-7605,7110254
01/14/2025,INFI,4D,,WHI,EL43518,IL,701 N. Sacramento,(773) 265-7605,7111710
01/08/2025,FORD,PK,,RED,3704286B,IL,10300 S. Doty,(773) 568-8495,2980738
01/17/2025,CHEV,4D,,WHI,,,701 N. Sacramento,(773) 265-1846,1548739
01/08/2025,HYUN,4D,,SIL,ER33244,IL,10300 S. Doty,(773) 568-8495,2980739
01/11/2025,CHEV,4D,,GRY,DN49285,IL,10300 S. Doty,(773) 568-8495,2981004
12/22/2024,NISS,LL,,GRY,195BMLD,TN,10300 S. Doty,(773) 568-8495,2979721
12/22/2024,NISS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2979706
12/22/2024,FORD,4D,,GRY,F528162,IL,10300 S. Doty,(773) 568-8495,2979726
12/22/2024,HYUN,4D,,BLK,RXW2531,TX,10300 S. Doty,(773) 568-8495,2979724
12/22/2024,NISS,4D,,BLK,CWJ44,IL,10300 S. Doty,(773) 568-8495,2979718
12/22/2024,HOND,4D,,MAR,EQ31782,IL,10300 S. Doty,(773) 568-8495,2979720
12/22/2024,HYUN,4D,,BLK,N431175,IL,10300 S. Doty,(773) 568-8495,2979723
12/22/2024,MITS,4D,,RED,EQ17740,IL,10300 S. Doty,(773) 568-8495,2979730
12/22/2024,HYUN,LL,,GRY,CS57951,IL,10300 S. Doty,(773) 568-8495,2979716
12/22/2024,JEEP,LL,,RED,K836402,IL,701 N. Sacramento,(773) 265-7605,7109638
12/22/2024,HOND,LL,,WHI,EK83098,IL,10300 S. Doty,(773) 568-8495,2979725
12/22/2024,VOLK,4D,,WHI,DK11084,IL,10300 S. Doty,(773) 568-8495,2979729
12/22/2024,ALFA,LL,,WHI,EE77966,IL,10300 S. Doty,(773) 568-8495,2979727
12/22/2024,BUIC,LL,,WHI,EH45134,IL,10300 S. Doty,(773) 568-8495,2979722
12/22/2024,HOND,LL,,BLK,CWU929,IN,10300 S. Doty,(773) 568-8495,2979715
12/22/2024,AUDI,LL,,BLK,CC42733,IL,10300 S. Doty,(773) 568-8495,2979719
12/22/2024,CHEV,LL,,BLK,CV15557,IL,10300 S. Doty,(773) 568-8495,2979728
12/22/2024,SUBA,LL,,DBL,15807AA,IL,10300 S. Doty,(773) 568-8495,2979717
12/22/2024,FORD,4D,,WHI,DV62995,IL,701 N. Sacramento,(773) 265-7605,7109659
12/22/2024,BUIC,4D,,GRY,EN94866,IL,701 N. Sacramento,(773) 265-7605,7109613
12/22/2024,MAZD,LL,,RED,ER27654,IL,10300 S. Doty,(773) 568-8495,2979744
12/22/2024,MERZ,LL,,GRY,EK59952,IL,701 N. Sacramento,(773) 265-7605,7109658
12/22/2024,FORD,LL,,GRY,EF42802,IL,10300 S. Doty,(773) 568-8495,2979739
12/15/2024,TOYT,LL,,GRY,R454318,IL,701 N. Sacramento,(773) 265-7605,7108827
12/22/2024,NISS,SW,,WHI,BX72366,IL,701 N. Sacramento,(773) 265-7605,7109662
12/22/2024,LEXS,LL,,BLK,R240046,IL,701 N. Sacramento,(773) 265-7605,7109657
12/22/2024,CHEV,4D,,BLK,EUE5354,MI,10300 S. Doty,(773) 568-8495,2979742
12/22/2024,MAZD,4D,,BLK,DM42636,IL,701 N. Sacramento,(773) 265-7605,7109661
12/22/2024,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109610
12/22/2024,FORD,LL,,RED,EL46345,IL,701 N. Sacramento,(773) 265-7605,7109607
12/22/2024,FORD,4D,,BLK,RPT719,MN,701 N. Sacramento,(773) 265-7605,7109616
12/22/2024,SUZI,LL,,BLK,EZ16846,IL,10300 S. Doty,(773) 568-8495,2979735
12/22/2024,HYUN,4D,,BLK,H911858,IL,701 N. Sacramento,(773) 265-7605,7109615
12/24/2024,HOND,LL,,WHI,EA29891,IL,10300 S. Doty,(773) 568-8495,2979875
12/22/2024,NISS,LL,,BLU,AD43101,IL,10300 S. Doty,(773) 568-8495,2979736
12/22/2024,VOLK,LL,,GRY,AZ40492,IL,701 N. Sacramento,(773) 265-7605,7109614
12/22/2024,CHRY,2D,,RED,ES46842,IL,701 N. Sacramento,(773) 265-7605,7109611
12/22/2024,FORD,2D,,WHI,2664,IL,701 N. Sacramento,(773) 265-7605,7109656
01/14/2025,HOND,4D,,SIL,EV39528,IL,10300 S. Doty,(773) 568-8495,2981146
12/22/2024,NISS,4D,,MAR,V194791,IL,701 N. Sacramento,(773) 265-7605,7109675
12/22/2024,NISS,4D,,BLK,ET24655,IL,701 N. Sacramento,(773) 265-7605,7109583
12/22/2024,AUDI,LL,,GRY,BH74693,IL,701 N. Sacramento,(773) 265-7605,7109598
12/22/2024,MAZD,LL,,BLK,ET36502,IL,701 N. Sacramento,(773) 265-7605,7109665
12/22/2024,NISS,4D,,BLK,S995455,IL,701 N. Sacramento,(773) 265-7605,7109617
12/22/2024,HOND,4D,,GRY,ET75567,IL,10300 S. Doty,(773) 568-8495,2979738
12/22/2024,JEEP,LL,,GRY,11EJQG,FL,10300 S. Doty,(773) 568-8495,2979743
12/24/2024,AUDI,2D,,BLK,CH23208,IL,10300 S. Doty,(773) 568-8495,2979906
12/22/2024,SUBA,4D,,BLU,GWW1919,OH,701 N. Sacramento,(773) 265-7605,7109660
12/22/2024,KIA,SW,,WHI,PXB9408,TX,701 N. Sacramento,(773) 265-7605,7109679
12/22/2024,MERZ,LL,,BLK,CV36772,IL,10300 S. Doty,(773) 568-8495,2979745
12/22/2024,SUBA,4D,,GRY,DG12441,IL,701 N. Sacramento,(773) 265-7605,7109676
12/24/2024,KIA,LL,,BLK,DF36135,IL,10300 S. Doty,(773) 568-8495,2979905
12/22/2024,CHEV,4D,,GRY,EG74741,IL,10300 S. Doty,(773) 568-8495,2979734
12/22/2024,FORD,LL,,WHI,AW79880,IL,701 N. Sacramento,(773) 265-7605,7109651
12/22/2024,LEXS,LL,,GRY,9135076,IL,701 N. Sacramento,(773) 265-7605,7109647
12/22/2024,VOLK,4D,,TAN,EJ20484,IL,701 N. Sacramento,(773) 265-7605,7109648
12/22/2024,CHEV,LL,,WHI,EG48824,IL,701 N. Sacramento,(773) 265-7605,7109650
12/22/2024,TOYT,4D,,GLD,EV27736,IL,701 N. Sacramento,(773) 265-7605,7109655
12/27/2024,FORD,4D,,GRN,DL55913,IL,10300 S. Doty,(773) 568-8495,2980004
12/22/2024,TOYT,4D,,GRY,H564610,IL,701 N. Sacramento,(773) 265-7605,7109653
12/22/2024,TOYT,4D,,BLK,BT82369,IL,10300 S. Doty,(773) 568-8495,2979733
12/22/2024,HYUN,4D,,WHI,Z643185,IL,701 N. Sacramento,(773) 265-7605,7109652
12/22/2024,CADI,4D,,WHI,DG50975,IL,10300 S. Doty,(773) 568-8495,2979731
12/22/2024,FORD,LL,,ONG,Z410100,IL,701 N. Sacramento,(773) 265-7605,7109645
12/22/2024,KIA,LL,,GRN,EP77779,IL,10300 S. Doty,(773) 568-8495,2979732
12/22/2024,LAND,LL,,BLK,TBPIP,IL,701 N. Sacramento,(773) 265-7605,7109654
12/22/2024,JEEP,LL,,BLK,BL97416,IL,701 N. Sacramento,(773) 265-7605,7109649
12/22/2024,HYUN,4D,,GRY,OGDOT,IL,10300 S. Doty,(773) 568-8495,2979753
12/22/2024,TOYT,4D,,SIL,EW59565,IL,701 N. Sacramento,(773) 265-7605,7109674
12/22/2024,JEEP,LL,,WHI,EE98389,IL,701 N. Sacramento,(773) 265-7605,7109683
12/22/2024,TOYT,4D,,GRY,DA73417,IL,701 N. Sacramento,(773) 265-7605,7109684
12/22/2024,HOND,4D,,BLK,RL7J4F,MS,701 N. Sacramento,(773) 265-7605,7109667
12/22/2024,TOYT,4D,,RED,ZU22367,IL,701 N. Sacramento,(773) 265-7605,7109671
01/14/2025,FORD,4D,,GRY,EV74663,IL,701 N. Sacramento,(773) 265-7605,7111712
12/22/2024,BUIC,SW,,GLD,G794IS,IL,701 N. Sacramento,(773) 265-7605,7109677
12/22/2024,CHEV,4D,,BLK,AHY2298,WI,10300 S. Doty,(773) 568-8495,2979754
12/22/2024,FORD,VN,,WHI,CV61420,IL,10300 S. Doty,(773) 568-8495,2979752
12/22/2024,ACUR,LL,,SIL,DS74196,IL,10300 S. Doty,(773) 568-8495,2979749
12/22/2024,SUBA,4D,,GRY,DZ83980,IL,10300 S. Doty,(773) 568-8495,2979750
12/22/2024,TOYT,LL,,BLU,AZE3854,WI,701 N. Sacramento,(773) 265-7605,7109619
12/22/2024,INFI,2D,,SIL,EM4962,IL,701 N. Sacramento,(773) 265-7605,7109678
12/22/2024,SUBA,LL,,ONG,CD53339,IL,701 N. Sacramento,(773) 265-7605,7109668
12/22/2024,NISS,4D,,SIL,CB97371,IL,701 N. Sacramento,(773) 265-7605,7109669
12/22/2024,MAZD,4D,,WHI,BU13574,IL,701 N. Sacramento,(773) 265-7605,7109680
12/27/2024,HOND,VN,TK_,BLU,DL62305,IL,701 N. Sacramento,(773) 265-7605,7109960
12/22/2024,MERZ,LL,,WHI,ZZ25492,IL,701 N. Sacramento,(773) 265-7605,7109672
12/22/2024,GMC,LL,TK,BLK,EX72910,IL,701 N. Sacramento,(773) 265-7605,7109664
01/17/2025,,SE,,BLK,,,10300 S. Doty,(773) 785-9752,1727575
12/22/2024,FORD,LL,,BLK,ASM5230,WI,10300 S. Doty,(773) 568-8495,2979747
12/27/2024,CHEV,4D,,BRO,EY56297,IL,10300 S. Doty,(773) 568-8495,2980005
12/22/2024,VOLK,4D,,WHI,BL19292,IL,701 N. Sacramento,(773) 265-7605,7109682
01/17/2025,MAZD,LL,,GRY,DV30701,IL,701 N. Sacramento,(773) 265-7605,7111961
01/17/2025,CHEV,VN,,WHI,,,10300 S. Doty,(773) 785-9752,1727574
12/27/2024,TOYT,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7109962
12/27/2024,VOLK,4D,,BLK,BG62321,IL,701 N. Sacramento,(773) 265-7605,7109979
12/27/2024,NISS,4D,,SIL,MISUCD,IL,701 N. Sacramento,(773) 265-7605,7109990
12/27/2024,MAZD,SW,,,DK32943,IL,701 N. Sacramento,(773) 265-7605,7109984
12/24/2024,PONT,2D,,DBL,ET73442,IL,701 N. Sacramento,(773) 265-7605,7109827
12/27/2024,TOYT,LL,,YEL,V464798,IL,701 N. Sacramento,(773) 265-7605,7109992
12/22/2024,MERZ,LL,,BLK,ET30934,IL,10300 S. Doty,(773) 568-8495,2979707
12/22/2024,FORD,4D,,BLK,AD90299,IL,10300 S. Doty,(773) 568-8495,7109713
12/22/2024,HOND,4D,,GRY,BH33044,IL,701 N. Sacramento,(773) 265-7605,7109621
12/22/2024,HOND,LL,,WHI,DJ81971,IL,701 N. Sacramento,(773) 265-7605,7109692
12/22/2024,FORD,LL,,BLK,CL63601,IL,701 N. Sacramento,(773) 265-7605,7109688
12/22/2024,KIA,4D,,BLU,AV47834,IL,701 N. Sacramento,(773) 265-7605,7109622
12/22/2024,FORD,LL,,SIL,H116953,IL,701 N. Sacramento,(773) 265-7605,7109708
12/22/2024,FORD,4D,,GRY,ABT169,IL,701 N. Sacramento,(773) 265-7605,7109690
12/22/2024,JEEP,LL,,GRY,NKCE80,FL,701 N. Sacramento,(773) 265-7605,7109702
12/22/2024,ACUR,LL,,BLK,CY79770,IL,701 N. Sacramento,(773) 265-7605,7109700
12/22/2024,JEEP,LL,,WHI,A0A20N3,AL,701 N. Sacramento,(773) 265-7605,7109694
12/22/2024,FORD,4D,,BLK,CZPO39,CO,701 N. Sacramento,(773) 265-7605,7109624
12/22/2024,TESL,LL,,BLK,67938EL,IL,701 N. Sacramento,(773) 265-7605,7109670
12/22/2024,JEEP,LL,,BLK,CT69791,IL,701 N. Sacramento,(773) 265-7605,7109693
12/22/2024,TOYT,LL,,TAN,DC88958,IL,701 N. Sacramento,(773) 265-7605,7109701
12/22/2024,JEEP,LL,,BLU,DP62847,IL,701 N. Sacramento,(773) 265-7605,7109620
12/22/2024,HOND,4D,,RED,Q564990,IL,701 N. Sacramento,(773) 265-7605,7109695
12/22/2024,HOND,SW,,BLU,190635EN,IL,701 N. Sacramento,(773) 265-7605,7109698
12/22/2024,FORD,4D,,SIL,NDYW01,FL,701 N. Sacramento,(773) 265-7605,7109681
12/22/2024,FORD,LL,,RED,EE83919,IL,10300 S. Doty,(773) 568-8495,2979771
12/27/2024,CHEV,2D,,RED,CW36388,IL,701 N. Sacramento,(773) 265-7605,7109993
01/17/2025,INFI,LL,,BLK,DV89415,IL,701 N. Sacramento,(773) 265-1846,1548740
12/27/2024,KIA,LL,,GRY,MISTERJ,IL,701 N. Sacramento,(773) 265-7605,7109983
12/29/2024,VOLK,4D,,SIL,413DGK,IN,701 N. Sacramento,(773) 265-7605,7110255
12/27/2024,HOND,SW,,GRY,ED30200,IL,701 N. Sacramento,(773) 265-7605,7109981
12/29/2024,CHRY,4D,,GRY,ZZ64193,IL,701 N. Sacramento,(773) 265-7605,7110261
12/24/2024,DODG,2D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2979909
01/05/2025,JEEP,LL,,BLK,X579715,IL,10300 S. Doty,(773) 568-8495,2980603
12/27/2024,TOYT,4D,,GRY,EN60678,IL,701 N. Sacramento,(773) 265-7605,7109995
12/27/2024,SUBA,SW,,LGR,EKJ6163,MI,701 N. Sacramento,(773) 265-7605,7109991
12/27/2024,HOND,4D,,GRY,EM80587,IL,701 N. Sacramento,(773) 265-7605,7109982
12/27/2024,KIA,LL,,WHI,EA38002,IL,701 N. Sacramento,(773) 265-7605,7109987
12/27/2024,KIA,LL,,GRY,ED18647,IL,701 N. Sacramento,(773) 265-7605,7109989
12/27/2024,HOND,LL,,WHI,AW59925,IL,701 N. Sacramento,(773) 265-7605,7109980
12/27/2024,SUBA,SW,,GRY,ANV1620,WI,701 N. Sacramento,(773) 265-7605,7109994
12/27/2024,SUBA,SW,,WHI,EV36276,IL,701 N. Sacramento,(773) 265-7605,7109986
12/29/2024,HOND,LL,,WHI,TMH744,IN,701 N. Sacramento,(773) 265-7605,7110258
12/27/2024,TOYT,LL,,WHI,VTG3803,TX,701 N. Sacramento,(773) 265-7605,7109985
12/29/2024,CHEV,LL,,SIL,EJ87449,IL,701 N. Sacramento,(773) 265-7605,7110262
12/27/2024,FORD,PK,,WHI,3951763B,IL,10300 S. Doty,(773) 785-9752,1727494
12/30/2024,TOYT,4D,,WHI,DL5836R,IL,10300 S. Doty,(773) 568-8495,2980302
12/30/2024,CHEV,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2980301
01/11/2025,DODG,PK,,BLK,3968164B,IL,10300 S. Doty,(773) 568-8495,2981006
12/27/2024,CHEV,4D,,BLU,407DLR,IN,10300 S. Doty,(773) 568-8495,2980025
12/15/2024,BUIC,4D,,BLK,DN42344,IL,10300 S. Doty,(773) 568-8495,2979215
12/27/2024,KIA,4D,,BLK,EP12516,IL,10300 S. Doty,(773) 568-8495,2980026
12/27/2024,FORD,LL,,SIL,EDU2433,MI,701 N. Sacramento,(773) 265-7605,7109996
12/27/2024,MAZD,4D,,GRY,ASJ6019,WI,10300 S. Doty,(773) 568-8495,2980021
